Datum,avg_Ankuenfte_ins_absolut,avg_uebernachtungen_ins_absolut
2017-11-12,867.3333333333334,1837.4333333333334
2017-11-13,867.3333333333334,1837.4333333333334
2017-11-14,867.3333333333334,1837.4333333333334
2017-11-15,867.3333333333334,1837.4333333333334
2017-11-16,867.3333333333334,1837.4333333333334
2017-11-17,867.3333333333334,1837.4333333333334
2017-11-18,867.3333333333334,1837.4333333333334
2017-11-19,867.3333333333334,1837.4333333333334
2017-11-20,867.3333333333334,1837.4333333333334
2017-11-21,867.3333333333334,1837.4333333333334
2017-11-22,867.3333333333334,1837.4333333333334
2017-11-23,867.3333333333334,1837.4333333333334
2017-11-24,867.3333333333334,1837.4333333333334
2017-11-25,867.3333333333334,1837.4333333333334
2017-11-26,867.3333333333334,1837.4333333333334
2017-11-27,867.3333333333334,1837.4333333333334
2017-11-28,867.3333333333334,1837.4333333333334
2017-11-29,867.3333333333334,1837.4333333333334
2017-11-30,867.3333333333334,1837.4333333333334
2017-12-01,886.1612903225806,1744.6129032258063
2017-12-02,886.1612903225806,1744.6129032258063
2017-12-03,886.1612903225806,1744.6129032258063
2017-12-04,886.1612903225806,1744.6129032258063
2017-12-05,886.1612903225806,1744.6129032258063
2017-12-06,886.1612903225806,1744.6129032258063
2017-12-07,886.1612903225806,1744.6129032258063
2017-12-08,886.1612903225806,1744.6129032258063
2017-12-09,886.1612903225806,1744.6129032258063
2017-12-10,886.1612903225806,1744.6129032258063
2017-12-11,886.1612903225806,1744.6129032258063
2017-12-12,886.1612903225806,1744.6129032258063
2017-12-13,886.1612903225806,1744.6129032258063
2017-12-14,886.1612903225806,1744.6129032258063
2017-12-15,886.1612903225806,1744.6129032258063
2017-12-16,886.1612903225806,1744.6129032258063
2017-12-17,886.1612903225806,1744.6129032258063
2017-12-18,886.1612903225806,1744.6129032258063
2017-12-19,886.1612903225806,1744.6129032258063
2017-12-20,886.1612903225806,1744.6129032258063
2017-12-21,886.1612903225806,1744.6129032258063
2017-12-22,886.1612903225806,1744.6129032258063
2017-12-23,886.1612903225806,1744.6129032258063
2017-12-24,886.1612903225806,1744.6129032258063
2017-12-25,886.1612903225806,1744.6129032258063
2017-12-26,886.1612903225806,1744.6129032258063
2017-12-27,886.1612903225806,1744.6129032258063
2017-12-28,886.1612903225806,1744.6129032258063
2017-12-29,886.1612903225806,1744.6129032258063
2017-12-30,886.1612903225806,1744.6129032258063
2017-12-31,886.1612903225806,1744.6129032258063
2018-01-01,619.9677419354839,1384.967741935484
2018-01-02,619.9677419354839,1384.967741935484
2018-01-03,619.9677419354839,1384.967741935484
2018-01-04,619.9677419354839,1384.967741935484
2018-01-05,619.9677419354839,1384.967741935484
2018-01-06,619.9677419354839,1384.967741935484
2018-01-07,619.9677419354839,1384.967741935484
2018-01-08,619.9677419354839,1384.967741935484
2018-01-09,619.9677419354839,1384.967741935484
2018-01-10,619.9677419354839,1384.967741935484
2018-01-11,619.9677419354839,1384.967741935484
2018-01-12,619.9677419354839,1384.967741935484
2018-01-13,619.9677419354839,1384.967741935484
2018-01-14,619.9677419354839,1384.967741935484
2018-01-15,619.9677419354839,1384.967741935484
2018-01-16,619.9677419354839,1384.967741935484
2018-01-17,619.9677419354839,1384.967741935484
2018-01-18,619.9677419354839,1384.967741935484
2018-01-19,619.9677419354839,1384.967741935484
2018-01-20,619.9677419354839,1384.967741935484
2018-01-21,619.9677419354839,1384.967741935484
2018-01-22,619.9677419354839,1384.967741935484
2018-01-23,619.9677419354839,1384.967741935484
2018-01-24,619.9677419354839,1384.967741935484
2018-01-25,619.9677419354839,1384.967741935484
2018-01-26,619.9677419354839,1384.967741935484
2018-01-27,619.9677419354839,1384.967741935484
2018-01-28,619.9677419354839,1384.967741935484
2018-01-29,619.9677419354839,1384.967741935484
2018-01-30,619.9677419354839,1384.967741935484
2018-01-31,619.9677419354839,1384.967741935484
2018-02-01,815.8571428571429,1751.392857142857
2018-02-02,815.8571428571429,1751.392857142857
2018-02-03,815.8571428571429,1751.392857142857
2018-02-04,815.8571428571429,1751.392857142857
2018-02-05,815.8571428571429,1751.392857142857
2018-02-06,815.8571428571429,1751.392857142857
2018-02-07,815.8571428571429,1751.392857142857
2018-02-08,815.8571428571429,1751.392857142857
2018-02-09,815.8571428571429,1751.392857142857
2018-02-10,815.8571428571429,1751.392857142857
2018-02-11,815.8571428571429,1751.392857142857
2018-02-12,815.8571428571429,1751.392857142857
2018-02-13,815.8571428571429,1751.392857142857
2018-02-14,815.8571428571429,1751.392857142857
2018-02-15,815.8571428571429,1751.392857142857
2018-02-16,815.8571428571429,1751.392857142857
2018-02-17,815.8571428571429,1751.392857142857
2018-02-18,815.8571428571429,1751.392857142857
2018-02-19,815.8571428571429,1751.392857142857
2018-02-20,815.8571428571429,1751.392857142857
2018-02-21,815.8571428571429,1751.392857142857
2018-02-22,815.8571428571429,1751.392857142857
2018-02-23,815.8571428571429,1751.392857142857
2018-02-24,815.8571428571429,1751.392857142857
2018-02-25,815.8571428571429,1751.392857142857
2018-02-26,815.8571428571429,1751.392857142857
2018-02-27,815.8571428571429,1751.392857142857
2018-02-28,815.8571428571429,1751.392857142857
2018-03-01,839.258064516129,1813.8064516129032
2018-03-02,839.258064516129,1813.8064516129032
2018-03-03,839.258064516129,1813.8064516129032
2018-03-04,839.258064516129,1813.8064516129032
2018-03-05,839.258064516129,1813.8064516129032
2018-03-06,839.258064516129,1813.8064516129032
2018-03-07,839.258064516129,1813.8064516129032
2018-03-08,839.258064516129,1813.8064516129032
2018-03-09,839.258064516129,1813.8064516129032
2018-03-10,839.258064516129,1813.8064516129032
2018-03-11,839.258064516129,1813.8064516129032
2018-03-12,839.258064516129,1813.8064516129032
2018-03-13,839.258064516129,1813.8064516129032
2018-03-14,839.258064516129,1813.8064516129032
2018-03-15,839.258064516129,1813.8064516129032
2018-03-16,839.258064516129,1813.8064516129032
